,0,1
0,0.00015731633318101116,0.0002996501584400213
1,0.00011236880941500798,0.0002097551109080149
2,0.00010487755545400745,0.00015731633318101116
3,0.00017229884110301223,0.0001648075871420117
4,0.0001648075871420117,0.00011986006337600851
5,0.0002172463648690154,0.00012735131733700904
6,0.0001423338252590101,0.00011236880941500798
7,0.00020226385694701435,0.0001423338252590101
8,0.00022473761883001596,0.0001872813490250133
9,0.00014982507922001065,0.00012735131733700904
10,0.0001648075871420117,0.00026968514259601917
11,0.00017979009506401277,0.0001648075871420117
12,0.0001423338252590101,0.00017979009506401277
13,0.0001423338252590101,0.0001872813490250133
14,0.00011236880941500798,0.00022473761883001596
15,0.0001423338252590101,0.0002097551109080149
16,0.00019477260298601383,0.00022473761883001596
17,0.00019477260298601383,0.0002097551109080149
18,0.0001648075871420117,0.00012735131733700904
19,0.0001423338252590101,0.0001648075871420117
20,0.00010487755545400745,0.0002547026346740181
21,0.00011986006337600851,0.00017229884110301223
22,0.00012735131733700904,0.0001872813490250133
23,0.00017979009506401277,0.0001872813490250133
24,0.00014982507922001065,0.0001872813490250133
25,0.0001648075871420117,0.00012735131733700904
26,7.491253961000532e-05,0.00019477260298601383
27,0.0001423338252590101,0.0002547026346740181
28,0.00023222887279101648,0.00029215890447902075
29,0.00011236880941500798,0.00012735131733700904
30,0.00010487755545400745,0.0001648075871420117
31,6.742128564900479e-05,0.00011236880941500798
32,0.0001648075871420117,0.00011986006337600851
33,0.00015731633318101116,0.00011986006337600851
34,0.00010487755545400745,0.00017979009506401277
35,9.738630149300692e-05,0.0002547026346740181
36,0.00011236880941500798,0.00017979009506401277
37,0.00015731633318101116,0.00011236880941500798
38,8.989504753200639e-05,9.738630149300692e-05
39,0.00015731633318101116,0.00019477260298601383
40,0.0001872813490250133,0.0002621938886350186
41,0.00010487755545400745,0.00019477260298601383
42,0.00019477260298601383,0.0003221239203230229
43,0.0002097551109080149,0.00026968514259601917
44,0.0002172463648690154,0.00029215890447902075
45,0.00017229884110301223,0.0002097551109080149
46,0.00019477260298601383,0.0001872813490250133
47,5.2438777727003724e-05,0.00017229884110301223
48,0.00022473761883001596,0.00019477260298601383
49,7.491253961000532e-05,9.738630149300692e-05
50,2.9965015844002127e-05,0.00023972012675201702
51,0.0001648075871420117,0.0002621938886350186
52,6.742128564900479e-05,0.00019477260298601383
53,0.00012735131733700904,0.00023222887279101648
54,0.0001423338252590101,0.00023222887279101648
55,0.00012735131733700904,0.00011236880941500798
56,6.742128564900479e-05,0.00020226385694701435
57,0.00017229884110301223,0.00017979009506401277
58,0.00024721138071301754,0.0001423338252590101
59,8.989504753200639e-05,0.00022473761883001596
60,4.494752376600319e-05,0.00024721138071301754
61,0.00026968514259601917,0.00015731633318101116
62,0.00024721138071301754,0.00011986006337600851
63,0.00011236880941500798,0.0002846676505180202
64,0.00015731633318101116,0.00010487755545400745
65,0.00015731633318101116,9.738630149300692e-05
66,3.745626980500266e-05,0.00015731633318101116
67,5.9930031688004255e-05,3.745626980500266e-05
68,3.745626980500266e-05,1.4982507922001064e-05
69,3.745626980500266e-05,2.9965015844002127e-05
70,7.491253961000532e-05,0.00017229884110301223
71,5.9930031688004255e-05,4.494752376600319e-05
72,8.240379357100585e-05,5.2438777727003724e-05
73,0.0,0.0
74,8.240379357100585e-05,5.2438777727003724e-05
75,2.9965015844002127e-05,0.00019477260298601383
76,3.745626980500266e-05,2.2473761883001596e-05
77,0.0,7.491253961000532e-06
78,5.9930031688004255e-05,6.742128564900479e-05
79,3.745626980500266e-05,0.00013484257129800959
80,8.240379357100585e-05,9.738630149300692e-05
81,5.2438777727003724e-05,4.494752376600319e-05
82,7.491253961000532e-06,7.491253961000532e-06
